ACCTTYPE,IMPDESCRIPTION,EXT CONDITION,INT CONDITION,IMPQUALITY,AYB,EYB,IMPNETSF,BEDROOMCOUNT,BATHCOUNT,MaxOfCURR ACT,ECONOMICAREACODE
Residential,SUMMER SFR,Average,,Fair,1970,1976,730.0,3.0,1.0,381430,8
Residential,CONVENTION,Average,,Average,1976,1976,3150.0,5.0,4.0,739100,1
Residential,Single Family Dwelling,Good,,Average,2007,2007,1482.0,3.0,2.0,623960,8
Residential,SUMMER SFR,Average,Average,Average,1966,1974,1960.0,2.0,1.0,491080,8
Residential,Single Family Dwelling,Average,Average,Fair,1981,1981,760.0,2.0,1.0,227960,8
Residential,Single Family Dwelling,Average,,Fair,1994,1996,1145.0,1.0,1.0,430510,8
Residential,SUMMER SFR,Below Average,Below Average,Fair,1975,1976,624.0,1.0,1.0,146630,8
Residential,CABIN,Average,,Average,1981,1985,1232.0,1.0,1.0,318970,8
Residential,Single Family Dwelling,Good,Good,Fair Plus,2008,2013,620.0,1.0,1.0,297360,8
Residential,A FRAME,Below Average,,Fair,1976,1976,992.0,1.0,0.0,159370,8
Residential,OTHER,Average,,Average,1976,1976,2246.0,3.0,2.0,561250,1
Residential,SUMMER SFR,Average,,Fair,1941,1960,870.0,2.0,1.0,265310,8
Residential,Single Family Dwelling,Average,Average,Fair,1988,1988,822.0,2.0,1.0,198430,8
Residential,Single Family Dwelling,Below Average,,Fair,1982,1982,677.0,0.0,0.0,139580,8
Residential,Single Family Dwelling,Average,Average,Fair Plus,1985,1985,1988.0,3.0,2.0,964540,8
Residential,Single Family Dwelling,Average,,Average,1992,1992,1382.0,2.0,2.0,805770,8
Residential,SUMMER SFR,Average,,Average,1996,1996,1388.0,2.0,2.0,387710,8
Residential,Manufactured Housing,Average,Average,Good,1975,1982,1650.0,3.0,2.0,319330,1
Residential,CONVENTION,Average,,Fair,1949,1979,1088.0,1.0,1.0,778090,8
Residential,Single Family Dwelling,Average,Average,Fair,1974,1979,1432.0,4.0,3.0,474330,8
Residential,SUMMER SFR,Average,,Fair,1943,1943,638.0,2.0,1.0,278090,8
Residential,Single Family Dwelling,Average,Average,Low,1965,1988,734.0,1.0,1.0,156720,8
Residential,Single Family Dwelling,Average,,Fair,1947,1965,984.0,2.0,1.0,352230,8
Residential,CONVENTION,Below Average,,Low,1884,1927,1155.0,3.0,1.0,216440,8
Residential,Single Family Dwelling,Salvage,Minimal,Low,1959,1959,1040.0,2.0,1.0,36720,8
Residential,CABIN,Average,,Low,1972,1980,352.0,1.0,0.0,84590,8
Residential,CONVENTION,Average,,Fair,1910,1970,1089.0,3.0,1.0,525960,8
Residential,CONVENTION,Average,,Fair,1980,1980,1152.0,2.0,2.0,436060,8
Residential,Single Family Dwelling,Average,,Average Plus,2012,2012,1705.0,3.0,2.0,675560,8
Residential,SUMMER SFR,Average,Average,Fair,1999,1999,1249.0,2.0,1.0,461330,8
Residential,Single Family Dwelling,Average,Average,Fair,1975,1975,1472.0,3.0,2.0,468760,1
Residential,RANCH,Average,,Fair Plus,1960,1971,2036.0,4.0,2.0,500280,1
Residential,Single Family Dwelling,Below Average,,Fair Plus,1981,1981,1104.0,2.0,1.0,297750,8
Residential,Single Family Dwelling,Average,Average,Average,1995,1995,1195.0,2.0,2.0,338910,8
Residential,Single Family Dwelling,Average,Average,Fair,1973,1976,1121.0,1.0,2.0,328070,8
Residential,Single Family Dwelling,Average,Good,Low,2003,2003,286.0,0.0,0.0,76190,8
Residential,Single Family Dwelling,Average,Average,Fair,1969,1995,1654.0,2.0,2.0,1213080,8
Residential,Single Family Dwelling,Average,Average,Fair,1987,1987,612.0,1.0,0.0,117070,8
Residential,CONVENTION,Average,,Fair,1961,1971,1500.0,2.0,2.0,514840,8
Residential,Single Family Dwelling,Excellent,Excellent,Good,2017,2017,3485.0,4.0,5.0,2453610,8
Residential,Single Family Dwelling,Average,Average,Fair,1972,1972,1026.0,2.0,1.0,371010,8
Residential,STORAGE,Minimum,,Low,1885,0,600.0,,0.0,34370,8
Residential,CONVENTION,Average,,Average,1984,1984,1326.0,2.0,1.0,391200,8
Residential,Single Family Dwelling,Below Average,,Low,1980,1983,680.0,2.0,0.0,110240,8
Residential,CONVENTION,Average,Average,Fair,1946,1969,1758.0,3.0,2.0,382460,1
Residential,CONVENTION,Good,,Good,2007,2015,5600.0,5.0,5.0,2128480,1
Residential,CONVENTION,Average,,Fair,1978,1978,768.0,2.0,1.0,265800,1
Residential,Single Family Dwelling,Below Average,,Low,1890,1930,323.0,0.0,0.0,56900,8
Residential,Cabin,Below Average,,Poor,1974,1974,374.0,,0.0,96910,8
Residential,CONVENTION,Average,Average,Fair,1952,1980,1512.0,1.0,1.0,453560,8
Residential,LOG HOME,Average,,Good,1982,1982,4003.0,5.0,4.0,1914350,8
Residential,CONVENTION,Average,,Fair,1974,1984,1008.0,1.0,1.0,300390,1
Residential,Single Family Dwelling,Good,Average,Good,2008,2011,1371.0,1.0,2.0,630080,8
Residential,Single Family Dwelling,Average,Average,Average,1918,1963,2512.0,4.0,2.0,556010,1
Residential,Single Family Dwelling,Very Good,Very Good,Fair,1975,2012,3168.0,5.0,2.0,744700,1
Residential,Single Family Dwelling,Excellent,,Average,2022,2022,1975.0,3.0,3.0,223660,8
Residential,SUMMER SFR,Average,,Fair,1974,1974,896.0,2.0,0.0,223160,8
Residential,Single Family Dwelling,Average,Average,Fair,1989,1989,1631.0,0.0,1.0,379690,8
Residential,Single Family Dwelling,Minimum,,Poor,1971,1971,512.0,0.0,0.0,51060,8
Residential,Single Family Dwelling,Average,Average,Fair,2002,2002,848.0,1.0,1.0,246470,8
Residential,CONVENTION,Average,,Fair,1987,1987,1444.0,2.0,1.0,418760,8
Residential,Single Family Dwelling,Very Good,,Good,2018,2018,2156.0,3.0,2.0,1454320,8
Residential,Single Family Dwelling,Good,Good,Average,1960,1993,1177.0,2.0,2.0,734580,8
Residential,SUMMER SFR,Average,,Fair,1882,1926,672.0,0.0,0.0,198410,8
Residential,SUMMER SFR,Average,,Low,1965,1965,400.0,0.0,0.0,102200,8
Residential,Single Family Dwelling,Minimum,Minimal,Poor,1885,1927,651.0,0.0,0.0,250870,8
Residential,CABIN,Average,,Fair Plus,1983,1983,1352.0,2.0,0.0,324080,8
Residential,Single Family Dwelling,Average,Average,Average,1974,1974,3165.0,4.0,3.0,742480,1
Residential,Single Family Dwelling,Average,,Fair,1890,1969,1517.0,0.0,1.0,334420,8
Residential,CONVENTION,Average,,Fair,1984,1984,1056.0,2.0,2.0,264030,8
Residential,CONVENTION,Average,,Average,1964,1973,1357.0,3.0,2.0,478620,1
Residential,SUMMER SFR,Average,,Low,1900,1940,378.0,1.0,0.0,110600,8
Residential,Single Family Dwelling,Good,,Average,2003,2004,1037.0,2.0,1.0,627520,8
Residential,CONVENTION,Average,,Fair,1978,1979,1495.0,2.0,1.0,375010,1
Residential,Single Family Dwelling,Excellent,,Fair,2022,2023,1358.0,1.0,2.0,187040,8
Residential,Single Family Dwelling,Average,Average,Fair,1986,1986,1204.0,2.0,1.0,333380,8
Residential,Single Family Dwelling,Average,Average,Fair,1987,1987,480.0,1.0,0.0,141370,8
Residential,CONVENTION,Average,,Fair,1975,1975,1152.0,2.0,1.0,351400,8
Residential,Single Family Dwelling,Average,,Fair Plus,1920,1948,1636.0,3.0,2.0,363740,8
Residential,CABIN,Average,,Average,1995,1995,,2.0,1.0,381880,8
Residential,CABIN,Average,,Fair,1999,1999,1638.0,0.0,0.0,380660,8
Residential,CONVENTION,Average,,Fair,1956,1973,1347.0,3.0,2.0,791830,8
Residential,CONVENTION,Average,Average,Average,1953,1953,1946.0,4.0,2.0,539850,1
Residential,RANCH,Average,,Fair,1978,1978,1260.0,3.0,1.0,436400,1
Residential,Single Family Dwelling,Minimum,Minimal,Low,1934,1950,576.0,0.0,0.0,58350,8
Residential,Single Family Dwelling,Average,Average,Fair,1979,1980,1648.0,3.0,2.0,748230,8
Residential,CABIN,Average,,Low,1989,1989,96.0,0.0,0.0,34070,8
Residential,EC 1 MANUFACT PURGED/ MSO,Average,Average,Good,1976,1976,1344.0,3.0,2.0,276510,1
Residential,CABIN,Below Average,,Low,1912,1940,500.0,0.0,0.0,111060,8
Residential,Single Family Dwelling,Average,Average,Fair,1999,1999,880.0,1.0,1.0,193860,8
Residential,SUMMER SFR,Below Average,,Fair,1981,1981,247.0,0.0,0.0,62100,8
Residential,Single Family Dwelling,Average,Average,Good,1995,1995,4324.0,5.0,4.0,1177290,1
Residential,CONVENTION,Average,,Average,1978,1978,904.0,2.0,1.0,255370,8
Residential,Single Family Dwelling,Average,Average,Fair,1974,1974,1838.0,2.0,2.0,618550,8
Residential,Single Family Dwelling,Average,,Average,1982,1982,3047.0,4.0,3.0,733190,8
Residential,LOG HOME,Average,Average,Average,1998,1998,2944.0,5.0,4.0,959610,8
Residential,CONVENTION,Average,,Average,1988,1988,1768.0,3.0,2.0,520860,1
Residential,Single Family Dwelling,Very Good,Very Good,Average,1981,2005,2788.0,3.0,3.0,700260,1
Residential,CONVENTION,Average,,Fair,1975,1976,1497.0,2.0,2.0,996940,8
Residential,SUMMER SFR,Average,,Fair,1885,1952,788.0,2.0,1.0,234980,8
Residential,EC 8 MANUFACT PURGED/ MSO,Average,,Good,2002,2002,1481.0,3.0,2.0,300830,8
Residential,CONVENTION,Average,,Average,1983,1983,1096.0,2.0,1.0,414160,8
Residential,Single Family Dwelling,Very Good,Very Good,Good,2008,2008,2221.0,2.0,2.0,926800,8
Residential,CONVENTION,Good,Average,Good,1997,1997,2564.0,3.0,2.0,1637130,8
Residential,Single Family Dwelling,Good,Very Good,Good,1985,2003,3724.0,4.0,4.0,1977390,8
Residential,Single Family Dwelling,Average,Below Average,Low,1926,1951,1264.0,3.0,1.0,344520,8
Residential,CABIN,Average,Average,Fair,1974,1986,837.0,1.0,1.0,252210,8
Residential,Single Family Dwelling,Average,,Average,2004,2004,1901.0,3.0,2.0,570650,1
Residential,Single Family Dwelling,Average,,Average,1982,1982,2504.0,0.0,2.0,653940,1
Residential,Single Family Dwelling,Good,,Average Plus,1967,2000,3435.0,5.0,4.0,991640,1
Residential,CONVENTION,Average,,Fair,1950,1965,1310.0,2.0,2.0,602690,8
Residential,Single Family Dwelling,Average,,Fair,1987,1987,1040.0,2.0,1.0,250490,8
Residential,Single Family Dwelling,Average,Good,Average,2007,2007,1188.0,2.0,1.0,352050,8
Residential,Single Family Dwelling,Average,Average,Fair,1998,1998,0.0,1.0,1.0,300320,8
Residential,Single Family Dwelling,Excellent,Excellent,Average,2020,2020,2131.0,3.0,3.0,2105540,8
Residential,Single Family Dwelling,Average,Average,Average,1977,1977,0.0,3.0,2.0,625830,1
Residential,Single Family Dwelling,Good,Good,Average,2009,2009,1314.0,2.0,1.0,498870,8
Residential,Single Family Dwelling,Average,Average,Fair,1986,1986,936.0,2.0,2.0,545350,8
Residential,SUMMER SFR,Average,,Fair,1967,1967,996.0,3.0,2.0,450620,8
Residential,Single Family Dwelling,Average,Good,Average,1996,1996,3082.0,4.0,3.0,1459320,8
Residential,Single Family Dwelling,Very Good,Very Good,Average,2016,2016,2800.0,3.0,3.0,1553600,8
Residential,CABIN,Average,,Fair,1992,1992,666.0,1.0,1.0,170590,8
Residential,RANCH,Average,,Average,1974,1974,1424.0,4.0,2.0,605580,1
Residential,CONVENTION,Average,,Average,1979,1979,1320.0,1.0,1.0,393670,8
Residential,CONVENTION,Average,,Fair,1979,1979,1120.0,2.0,1.0,293330,8
Residential,CONVENTION,Average,,Fair,1963,1972,1154.0,2.0,2.0,518770,8
Residential,CONVENTION,Average,,Fair,1980,1980,1462.0,3.0,2.0,741060,8
Residential,CONVENTION,Below Average,Average,Average,1978,1978,,5.0,3.0,553840,8
Residential,CONVENTION,Average,,Fair,1995,1995,1120.0,2.0,1.0,262370,8
Residential,Single Family Dwelling,Average,,Average,1983,1983,1488.0,2.0,2.0,547940,8
Residential,Single Family Dwelling,Average,Average,Fair,2006,2006,1512.0,3.0,2.0,301950,8
Residential,Duplex,Average,,Average,1987,1987,2679.0,3.0,3.0,743520,1
Residential,CONVENTION,Average,,Fair,1972,1978,612.0,1.0,1.0,166440,8
Residential,CABIN,Average,,Fair,1981,1981,760.0,0.0,0.0,181670,8
Residential,CABIN,Average,Average,Fair,1981,1981,884.0,2.0,0.0,219140,8
Residential,Single Family Dwelling,Good,Very Good,Average,1963,1995,3332.0,3.0,3.0,804950,1
Residential,LOG HOME,Average,,Average,1981,1984,2754.0,3.0,4.0,1660700,8
Residential,Single Family Dwelling,Average,,Fair,1981,1981,1014.0,1.0,1.0,308880,8
Residential,EC 8 MANUFACT PURGED/ MSO,Average,,Good,1999,1999,1152.0,4.0,2.0,267920,8
Residential,SUMMER SFR,Average,,Low,1973,1973,308.0,0.0,0.0,221700,8
Residential,SUMMER SFR,Below Average,,Fair,1964,1973,569.0,1.0,1.0,211490,8
Residential,CONVENTION,Average,,Average,1985,1985,1344.0,3.0,2.0,403420,1
Residential,RANCH,Average,,Average,1977,1977,1440.0,3.0,2.0,510820,1
Residential,EC 8 MANUFACT PURGED/ MSO,Below Average,,Average,1972,1972,1512.0,3.0,2.0,66840,8
Residential,SUMMER SFR,Average,,Fair,1998,1998,1008.0,2.0,0.0,245170,8
Residential,Single Family Dwelling,Average,Below Average,Low,1991,1991,429.0,0.0,0.0,160920,8
Residential,CABIN,Average,,Fair,1986,1986,1090.0,1.0,1.0,246740,8
Residential,SUMMER SFR,Below Average,,Low,1947,1947,686.0,0.0,0.0,153460,8
Residential,CONVENTION,Average,,Fair,1970,1978,796.0,2.0,1.0,360000,8
Residential,CONVENTION,Average,Good,Average,1962,1990,1932.0,4.0,4.0,562230,1
Residential,CONVENTION,Average,,Fair,1969,1975,1224.0,3.0,1.0,367540,1
Residential,Single Family Dwelling,Average,Average,Fair Plus,1979,1979,1776.0,3.0,2.0,424910,8
Residential,Single Family Dwelling,Average,,Average Plus,1982,1988,,3.0,2.0,1142760,8
Residential,CONVENTION,Average,,Fair,1953,1975,1468.0,3.0,2.0,642660,8
Residential,CONVENTION,Average,,Fair,1978,1978,1543.0,3.0,1.0,421540,8
Residential,Single Family Dwelling,Average,,Average,1984,1985,3978.0,4.0,3.0,907880,8
Residential,CABIN,Salvage,,Fair,1885,1930,390.0,0.0,0.0,19370,8
Residential,Single Family Dwelling,Average,,Low,1972,1972,720.0,0.0,0.0,146460,8
Residential,SUMMER SFR,Very Good,,Average,1950,2005,1358.0,2.0,2.0,444260,8
Residential,Single Family Dwelling,Average,Average,Fair,1976,1976,1319.0,3.0,2.0,427760,1
Residential,CONVENTION,Average,,Fair,1920,1960,921.0,2.0,1.0,210420,8
Residential,Single Family Dwelling,Average,Average,Average,1992,1992,1839.0,2.0,2.0,573570,8
Residential,Single Family Dwelling,Very Good,,Average,2015,2015,1800.0,2.0,1.0,458090,8
Residential,SUMMER SFR,Below Average,,Fair,1978,1978,672.0,0.0,0.0,130450,8
Residential,Single Family Dwelling,Average,,Average,1979,1983,1763.0,4.0,2.0,505000,1
Residential,Single Family Dwelling,Average,,Good,1995,1995,2479.0,3.0,2.0,900330,1
Residential,LOG HOME,Average,Average,Fair,1977,1980,1222.0,2.0,1.0,368500,1
Residential,CONVENTION,Average,,Good,1991,1991,1768.0,3.0,2.0,949690,8
Residential,Single Family Dwelling,Average,,Average,1979,1979,960.0,2.0,2.0,505790,1
Residential,CABIN,Average,Average,Low,1981,1981,800.0,0.0,0.0,155870,8
Residential,CONVENTION,Average,Average,Fair,1982,1982,2160.0,4.0,2.0,541000,8
Residential,Single Family Dwelling,Average,Average,Low,1977,1986,1000.0,2.0,1.0,198360,8
Residential,CONVENTION,Average,,Fair,1998,1998,1348.0,2.0,1.0,345840,8
Residential,Single Family Dwelling,Average,,Fair,1998,1998,1456.0,3.0,2.0,386730,8
Residential,LOG HOME,Average,,Fair,1995,1995,1056.0,3.0,1.0,337910,8
Residential,Single Family Dwelling,Average,Average,Fair,1994,1994,1836.0,3.0,2.0,396690,1
Residential,EC 1 MANUFACT PURGED/ MSO,Average,,Good,2001,2001,2237.0,5.0,3.0,459460,1
Residential,Single Family Dwelling,Average,Average,Fair,2001,2001,2090.0,5.0,2.0,456830,1
Residential,CONVENTION,Average,,Fair,1978,1978,2205.0,3.0,2.0,465320,1
Residential,CABIN,Average,,Fair,1985,1985,576.0,0.0,0.0,147580,8
Residential,SUMMER SFR,Average,,Fair,1997,1997,1144.0,2.0,1.0,501420,8
Residential,Single Family Dwelling,Good,Good,Good,2008,2008,,2.0,3.0,2667540,8
Residential,CONVENTION,Below Average,,Low Plus,1987,1987,1848.0,1.0,1.0,434650,1
Residential,Single Family Dwelling,Average,Average,Fair,1946,1988,2680.0,5.0,3.0,1126170,8
Residential,Single Family Dwelling,Very Good,Very Good,Very Good,1995,2001,4298.0,6.0,6.0,3821710,8
Residential,SUMMER SFR,Below Average,,Low,1885,1945,545.0,1.0,1.0,91050,8
Residential,SUMMER SFR,Below Average,,Low Plus,1916,1946,911.0,2.0,1.0,353720,8
Residential,CONVENTION,Average,,Average,1965,1965,3278.0,3.0,3.0,1138180,8
Residential,CONVENTION,Average,,Average,1994,1994,1712.0,3.0,2.0,984580,8
Residential,SUMMER SFR,Average,,Fair,1977,2010,1154.0,2.0,2.0,286220,8
Residential,CABIN,Average,,Fair,1985,1985,964.0,1.0,1.0,222820,8
Residential,Single Family Dwelling,Average,Average,Average,1979,1983,804.0,1.0,1.0,339250,8
Residential,SUMMER SFR,Average,,Fair,1975,1975,552.0,0.0,0.0,186420,8
Residential,EC 8 MANUFACT PURGED/ MSO,Average,,Average,1998,1998,1178.0,3.0,2.0,144720,8
Residential,Duplex,Average,Average,Average,1983,1983,2859.0,5.0,4.0,1010850,8
Residential,EC 1 MANUFACT PURGED/ MSO,Average,,Good,2002,2002,1590.0,3.0,2.0,284210,1
Residential,Single Family Dwelling,Very Good,Very Good,Average,2009,2009,1502.0,3.0,2.0,525420,8
Residential,Single Family Dwelling,Minimum,Minimal,Poor,1900,1930,394.0,0.0,0.0,96660,8
Residential,Duplex,Average,,Fair,1974,1974,1495.0,3.0,2.0,353540,1
Residential,Single Family Dwelling,Average,Average,Fair,1974,1974,1452.0,3.0,2.0,344430,1
Residential,CONVENTION,Average,,Fair,1954,1954,1294.0,3.0,2.0,447700,8
Residential,CONVENTION,Average,Average,Fair,1966,1974,889.0,2.0,1.0,211680,8
Residential,Single Family Dwelling,Average,,Fair,1981,1992,3210.0,4.0,2.0,1552190,8
Residential,EC 8 MANUFACT PURGED/ MSO,Below Average,,Low,1972,1972,952.0,2.0,1.0,67040,8
Residential,Duplex,Average,Average,Average,1962,1975,2508.0,4.0,3.0,745010,1
Residential,Single Family Dwelling,Average,Average,Fair,1994,1994,757.0,1.0,0.0,200360,8
Residential,Single Family Dwelling,Average,,Average,1985,1985,1736.0,3.0,3.0,1010010,8
Residential,SUMMER SFR,Average,,Fair,2001,2001,1148.0,1.0,2.0,277240,8
Residential,RANCH,Average,,Fair,1973,1988,1506.0,2.0,1.0,390110,8
Residential,Single Family Dwelling,Average,,Fair,1976,1976,992.0,3.0,2.0,344250,1
Residential,CONVENTION,Average,Average,Fair,1978,1978,990.0,2.0,1.0,277070,8
Residential,Single Family Dwelling,Excellent,,Fair,2022,2024,1494.0,3.0,2.0,575500,8
Residential,CONVENTION,Average,,Fair,1977,1982,1832.0,3.0,3.0,1195880,8
Residential,Single Family Dwelling,Average,Average,Fair,1939,1959,1161.0,0.0,2.0,605120,8
Residential,Duplex,Average,Average,Fair,1973,1992,2248.0,4.0,2.0,807650,8
Residential,SUMMER SFR,Average,,Fair,1970,1970,736.0,0.0,0.0,231490,8
Residential,Single Family Dwelling,Average,,Fair,1999,1999,1884.0,4.0,3.0,463540,1
Residential,CONVENTION,Average,,Fair,1975,1975,1278.0,2.0,1.0,445980,8
Residential,CONVENTION,Average,,Average,1999,1999,1908.0,2.0,3.0,922940,8
Residential,Single Family Dwelling,Average,Average,Fair,1978,1981,0.0,2.0,2.0,870440,8
Residential,CONVENTION,Average,,Average,1995,1995,2189.0,3.0,2.0,518990,1
Residential,Manufactured Housing,Minimum,Below Average,Fair,1972,1972,1008.0,2.0,1.0,79720,8
Residential,Single Family Dwelling,Average,,Fair,1966,1980,1056.0,2.0,1.0,353840,8
Residential,SUMMER SFR,Average,,Fair,1987,1987,806.0,2.0,1.0,334180,8
Residential,CONVENTION,Average,,Fair,2005,2005,1521.0,1.0,2.0,626190,8
Residential,XFOB SHELL IMPROVEMENT,Average,,Fair,1975,1975,0.0,,0.0,353840,8
Residential,Single Family Dwelling,Average,,Low,1975,1975,480.0,1.0,0.0,111860,8
Residential,CONVENTION,Average,,Fair,2004,2004,1718.0,3.0,2.0,821820,8
Residential,CONVENTION,Good,Average,Good,1982,1982,2845.0,3.0,3.0,1945360,8
Residential,SUMMER SFR,Average,,Fair,1979,1979,848.0,2.0,1.0,265990,8
Residential,Single Family Dwelling,Below Average,,Low,1935,1957,364.0,0.0,1.0,103010,8
Residential,CONVENTION,Average,,Fair,1969,1983,1475.0,3.0,1.0,335040,8
Residential,Single Family Dwelling,Average,Average,Average,1979,1979,2304.0,6.0,3.0,666680,1
Residential,SUMMER SFR,Minimum,,Low,1942,1960,760.0,2.0,1.0,95530,8
Residential,Single Family Dwelling,Average,,Fair,1965,1965,735.0,2.0,1.0,177660,8
Residential,CONVENTION,Average,,Fair,1978,1978,1274.0,0.0,2.0,342260,1
Residential,Single Family Dwelling,Average,,Average,1996,1998,2312.0,3.0,2.0,647660,1
Residential,CONVENTION,Average,,Fair,1972,1978,1170.0,3.0,2.0,358410,1
Residential,Single Family Dwelling,Average,Average,Fair,1983,1983,1270.0,2.0,2.0,394700,8
Residential,RANCH,Average,,Fair,1979,1979,1144.0,4.0,3.0,415350,1
Residential,SUMMER SFR,Average,Average,Fair,1970,1970,640.0,1.0,1.0,207000,8
Residential,CONVENTION,Average,,Average,2000,2000,2344.0,3.0,3.0,1019530,8
Residential,Single Family Dwelling,Excellent,,Fair,2013,2013,0.0,1.0,2.0,388810,8
Residential,Single Family Dwelling,Average,Average,Average,1986,1986,1288.0,3.0,2.0,379340,1
Residential,CONVENTION,Average,,Fair,1981,1981,1024.0,2.0,1.0,406960,8
Residential,LOG HOME,Average,,Average,2002,2002,1200.0,2.0,1.0,632430,8
Residential,Single Family Dwelling,Average,,Average,1998,1998,1372.0,2.0,2.0,924430,8
Residential,CONVENTION,Average,,Average,1987,1987,1482.0,2.0,2.0,614780,8
Residential,Single Family Dwelling,Average,,Fair,1993,1993,1584.0,3.0,2.0,352250,1
Residential,BI-LEVEL,Good,,Average,1978,1992,1022.0,3.0,2.0,674910,1
Residential,Single Family Dwelling,Average,,Average Plus,1971,1977,1530.0,2.0,2.0,665460,8
Residential,SUMMER SFR,Minimum,,Low,1944,1944,649.0,0.0,0.0,68520,8
Residential,Single Family Dwelling,Very Good,,Very Good,1979,2007,4631.0,4.0,4.0,4105360,8
Residential,CONVENTION,Average,,Average,1981,1985,1720.0,5.0,1.0,441950,8
Residential,Single Family Dwelling,Average,Average,Average,1981,1981,1680.0,2.0,2.0,447690,8
Residential,CONVENTION,Average,Average,Average,1979,1982,1740.0,4.0,2.0,618790,1
Residential,CONVENTION,Average,,Fair,1977,1977,1624.0,4.0,3.0,505940,1
Residential,Single Family Dwelling,Average,,Average,1981,1982,2220.0,4.0,3.0,769420,1
Residential,CONVENTION,Good,Good,Fair,1914,2005,1485.0,3.0,2.0,495310,1
